Year,Datetime,Stage,Stadium,City,Home.Team.Name,Home.Team.Goals,Away.Team.Goals,Away.Team.Name,Win.conditions,Attendance,RoundID,MatchID,Home.Team.Initials,Away.Team.Initials,lat,lon
1978,18 Jun 1978 - 19:15 ,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,0,0,Brazil, ,37326,reight,2196,ARG,BRA,-32.91399,-60.67456
1978,21 Jun 1978 - 13:45 ,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Netherlands,2,1,Italy, ,67433,reight,2391,NED,ITA,-34.54532,-58.44973
1978,21 Jun 1978 - 13:45 ,Group A,Estadio Olimpico Chateau Carreras,Cordoba ,Austria,3,2,Germany FR, ,38318,reight,2217,AUT,FRG,-31.36895,-64.24624
1978,21 Jun 1978 - 16:45 ,Group B,San Martin,Mendoza ,Brazil,3,1,Poland, ,39586,reight,2252,BRA,POL,-32.88956,-68.87999
1978,21 Jun 1978 - 19:15 ,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,6,0,Peru, ,37315,reight,2201,ARG,PER,-32.91399,-60.67456
1978,24 Jun 1978 - 15:00 ,Match for third place,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Brazil,2,1,Italy, ,69659,third,2247,BRA,ITA,-34.54532,-58.44973
1978,25 Jun 1978 - 15:00 ,Final,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,3,1,Netherlands,win after extra time ,71483,final,2198,ARG,NED,-34.54532,-58.44973
1982,13 Jun 1982 - 20:00 ,Group 3,Camp Nou,Barcelona ,Argentina,0,1,Belgium, ,95000,group,749,ARG,BEL,41.38079,2.1229
1982,14 Jun 1982 - 17:15 ,Group 1,Estadio de Balaidos,Vigo ,Italy,0,0,Poland, ,33000,group,995,ITA,POL,42.21212,-8.7399
1982,14 Jun 1982 - 21:00 ,Group 6,Ramon Sanchez Pizjuan,Seville ,Brazil,2,1,Soviet Union, ,68000,group,791,BRA,URS,37.38396,-5.97061
1982,15 Jun 1982 - 17:15 ,Group 1,Riazor,La Coruna,Peru,0,0,Cameroon, ,11000,group,833,PER,CMR,43.36863,-8.41752
1982,15 Jun 1982 - 21:00 ,Group 3,Nuevo Estadio,Elche ,Hungary,10,1,El Salvador, ,23000,group,896,HUN,SLV,38.26703,-0.66326
1982,15 Jun 1982 - 21:00 ,Group 6,La Rosaleda,Malaga ,Scotland,5,2,New Zealand, ,36000,group,1051,SCO,NZL,36.7343,-4.42658
1982,16 Jun 1982 - 17:15 ,Group 2,El Molinon,Gijon ,Germany FR,1,2,Algeria, ,42000,group,741,FRG,ALG,43.53597,-5.63742
1982,16 Jun 1982 - 17:15 ,Group 4,San Mames,Bilbao ,England,3,1,France, ,44172,group,878,ENG,FRA,43.26405,-2.94928
1982,16 Jun 1982 - 21:00 ,Group 5,Luis Casanova,Valencia ,Spain,1,1,Honduras, ,49562,group,901,ESP,HON,39.47458,-0.35831
1982,17 Jun 1982 - 17:15 ,Group 2,Carlos Tartiere,Oviedo ,Chile,0,1,Austria, ,22500,group,764,CHI,AUT,43.36067,-5.87017
1982,17 Jun 1982 - 17:45 ,Group 4,Jose Zorrilla,Valladolid ,Czechoslovakia,1,1,Kuwait, ,25000,group,1012,TCH,KUW,41.64444,-4.761
1982,17 Jun 1982 - 21:00 ,Group 5,La Romareda,Zaragoza ,Yugoslavia,0,0,Northern Ireland, ,25000,group,1044,YUG,NIR,41.63635,-0.90174
1982,18 Jun 1982 - 17:15 ,Group 1,Estadio de Balaidos,Vigo ,Italy,1,1,Peru, ,25000,group,994,ITA,PER,42.21212,-8.7399
1982,18 Jun 1982 - 21:00 ,Group 3,Jose Rico Perez,Alicante ,Argentina,4,1,Hungary, ,32093,group,752,ARG,HUN,38.35729,-0.49267
1982,18 Jun 1982 - 21:00 ,Group 6,Benito Villamarin,Seville ,Brazil,4,1,Scotland, ,47379,group,790,BRA,SCO,37.35634,-5.98171
1982,19 Jun 1982 - 19:15 ,Group 1,Riazor,La Coruna,Poland,0,0,Cameroon, ,19000,group,834,POL,CMR,43.36863,-8.41752
1982,19 Jun 1982 - 21:00 ,Group 3,Nuevo Estadio,Elche ,Belgium,1,0,El Salvador, ,15000,group,774,BEL,SLV,38.26703,-0.66326
1982,19 Jun 1982 - 21:00 ,Group 6,La Rosaleda,Malaga ,Soviet Union,3,0,New Zealand, ,19000,group,1054,URS,NZL,36.7343,-4.42658
1982,20 Jun 1982 - 17:15 ,Group 2,El Molinon,Gijon ,Germany FR,4,1,Chile, ,42000,group,813,FRG,CHI,43.53597,-5.63742
1982,20 Jun 1982 - 17:15 ,Group 4,San Mames,Bilbao ,England,2,0,Czechoslovakia, ,41123,group,889,ENG,TCH,43.26405,-2.94928
1982,20 Jun 1982 - 21:00 ,Group 5,Luis Casanova,Valencia ,Spain,2,1,Yugoslavia, ,48000,group,903,ESP,YUG,39.47458,-0.35831
1982,21 Jun 1982 - 17:15 ,Group 2,Carlos Tartiere,Oviedo ,Algeria,0,2,Austria, ,22000,group,739,ALG,AUT,43.36067,-5.87017
1982,21 Jun 1982 - 17:15 ,Group 4,Jose Zorrilla,Valladolid ,France,4,1,Kuwait, ,30043,group,919,FRA,KUW,41.64444,-4.761
1982,21 Jun 1982 - 21:00 ,Group 5,La Romareda,Zaragoza ,Honduras,1,1,Northern Ireland, ,15000,group,959,HON,NIR,41.63635,-0.90174
1982,22 Jun 1982 - 17:15 ,Group 1,Riazor,La Coruna,Poland,5,1,Peru, ,25000,group,1055,POL,PER,43.36863,-8.41752
1982,22 Jun 1982 - 21:00 ,Group 3,Nuevo Estadio,Elche ,Belgium,1,1,Hungary, ,37000,group,779,BEL,HUN,38.26703,-0.66326
1982,22 Jun 1982 - 21:00 ,Group 6,La Rosaleda,Malaga ,Soviet Union,2,2,Scotland, ,45000,group,1071,URS,SCO,36.7343,-4.42658
1982,23 Jun 1982 - 17:15 ,Group 1,Estadio de Balaidos,Vigo ,Italy,1,1,Cameroon, ,20000,group,828,ITA,CMR,42.21212,-8.7399
1982,23 Jun 1982 - 21:00 ,Group 3,Jose Rico Perez,Alicante ,Argentina,2,0,El Salvador, ,32500,group,751,ARG,SLV,38.35729,-0.49267
1982,23 Jun 1982 - 21:00 ,Group 6,Benito Villamarin,Seville ,Brazil,4,0,New Zealand, ,43000,group,789,BRA,NZL,37.35634,-5.98171
1982,24 Jun 1982 - 17:15 ,Group 2,Carlos Tartiere,Oviedo ,Algeria,3,2,Chile, ,16000,group,740,ALG,CHI,43.36067,-5.87017
1982,24 Jun 1982 - 17:15 ,Group 4,Jose Zorrilla,Valladolid ,France,1,1,Czechoslovakia, ,28000,group,922,FRA,TCH,41.64444,-4.761
1982,24 Jun 1982 - 21:00 ,Group 5,La Romareda,Zaragoza ,Honduras,0,1,Yugoslavia, ,25000,group,962,HON,YUG,41.63635,-0.90174
1982,25 Jun 1982 - 17:15 ,Group 2,El Molinon,Gijon ,Germany FR,1,0,Austria, ,41000,group,770,FRG,AUT,43.53597,-5.63742
1982,25 Jun 1982 - 17:15 ,Group 4,San Mames,Bilbao ,England,1,0,Kuwait, ,39700,group,882,ENG,KUW,43.26405,-2.94928
1982,25 Jun 1982 - 21:00 ,Group 5,Luis Casanova,Valencia ,Northern Ireland,1,0,Spain, ,49562,group,902,NIR,ESP,39.47458,-0.35831
1982,28 Jun 1982 - 17:15 ,Group 4,Vicente Calderon,Madrid ,Austria,0,1,France, ,37000,rtwelve,767,AUT,FRA,40.40164,-3.72065
1982,28 Jun 1982 - 21:00 ,Group 1,Camp Nou,Barcelona ,Poland,3,0,Belgium, ,65000,rtwelve,782,POL,BEL,41.38079,2.1229
1982,29 Jun 1982 - 17:15 ,Group 3,Sarria,Barcelona ,Italy,2,1,Argentina, ,43000,rtwelve,753,ITA,ARG,41.39304,2.13327
1982,29 Jun 1982 - 21:00 ,Group 2,Santiago Bernabeu,Madrid ,Germany FR,0,0,England, ,75000,rtwelve,879,FRG,ENG,40.4529,-3.68834
1982,01 Jul 1982 - 17:15 ,Group 4,Vicente Calderon,Madrid ,Austria,2,2,Northern Ireland, ,20000,rtwelve,771,AUT,NIR,40.40164,-3.72065
1982,01 Jul 1982 - 21:00 ,Group 1,Camp Nou,Barcelona ,Belgium,0,1,Soviet Union, ,45000,rtwelve,783,BEL,URS,41.38079,2.1229
1982,02 Jul 1982 - 17:15 ,Group 3,Sarria,Barcelona ,Argentina,1,3,Brazil, ,44000,rtwelve,750,ARG,BRA,41.39304,2.13327
1982,02 Jul 1982 - 21:00 ,Group 2,Santiago Bernabeu,Madrid ,Germany FR,2,1,Spain, ,90089,rtwelve,900,FRG,ESP,40.4529,-3.68834
1982,04 Jul 1982 - 17:15 ,Group 4,Vicente Calderon,Madrid ,France,4,1,Northern Ireland, ,37000,rtwelve,920,FRA,NIR,40.40164,-3.72065
1982,04 Jul 1982 - 21:00 ,Group 1,Camp Nou,Barcelona ,Poland,0,0,Soviet Union, ,65000,rtwelve,1058,POL,URS,41.38079,2.1229
1982,05 Jul 1982 - 17:15 ,Group 3,Sarria,Barcelona ,Italy,3,2,Brazil, ,44000,rtwelve,788,ITA,BRA,41.39304,2.13327
1982,05 Jul 1982 - 21:00 ,Group 2,Santiago Bernabeu,Madrid ,Spain,0,0,England, ,75000,rtwelve,877,ESP,ENG,40.4529,-3.68834
1982,08 Jul 1982 - 17:15 ,Semi-finals,Camp Nou,Barcelona ,Poland,0,2,Italy, ,50000,semi,996,POL,ITA,41.38079,2.1229
1982,08 Jul 1982 - 21:00 ,Semi-finals,Ramon Sanchez Pizjuan,Seville ,Germany FR,3,3,France,Germany FR win on penalties (5 - 4) ,70000,semi,914,FRG,FRA,37.38396,-5.97061
1982,10 Jul 1982 - 20:00 ,Match for third place,Jose Rico Perez,Alicante ,Poland,3,2,France, ,28000,third,921,POL,FRA,38.35729,-0.49267
1982,11 Jul 1982 - 20:00 ,Final,Santiago Bernabeu,Madrid ,Italy,3,1,Germany FR, ,90000,final,923,ITA,FRG,40.4529,-3.68834
1986,31 May 1986 - 12:00 ,Group A,Estadio Azteca,Mexico City ,Bulgaria,1,1,Italy, ,96000,group,459,BUL,ITA,19.30279,-99.15059
1986,01 Jun 1986 - 16:00 ,Group C,Estadio Leon,Leon ,Canada,0,1,France, ,65500,group,468,CAN,FRA,21.11523,-101.65785
1986,01 Jun 1986 - 12:00 ,Group D,Jalisco,Guadalajara ,Spain,0,1,Brazil, ,35748,group,439,ESP,BRA,20.70479,-103.32818
1986,02 Jun 1986 - 12:00 ,Group C,Estadio Irapuato,Irapuato ,Soviet Union,6,0,Hungary, ,16500,group,610,URS,HUN,20.68447,-101.35629
1986,02 Jun 1986 - 12:00 ,Group A,Estadio Olimpico Chateau Carreras,Mexico City ,Argentina,3,1,Korea Republic, ,60000,group,395,ARG,KOR,-31.36895,-64.24624
1986,02 Jun 1986 - 16:00 ,Group F,Estadio Universitario,Monterrey ,Morocco,0,0,Poland, ,19900,group,674,MAR,POL,25.72247,-100.31201
1986,03 Jun 1986 - 12:00 ,Group D,Tres de Marzo,Guadalajara ,Algeria,1,1,Northern Ireland, ,22000,group,379,ALG,NIR,20.69379,-103.41619
1986,03 Jun 1986 - 12:00 ,Group B,Estadio Azteca,Mexico City ,Belgium,1,2,Mexico, ,110000,group,428,BEL,MEX,19.30279,-99.15059
1986,03 Jun 1986 - 16:00 ,Group F,Tecnologico,Monterrey ,Portugal,1,0,England, ,23000,group,538,POR,ENG,25.6522,-100.28639
1986,04 Jun 1986 - 12:00 ,Group B,Bombonera - Estadio Nemesio Diez,Toluca ,Paraguay,1,0,Iraq, ,24000,group,628,PAR,IRQ,19.28727,-99.66689
1986,04 Jun 1986 - 16:00 ,Group E,Neza,Nezahualcoyotl ,Scotland,0,1,Denmark, ,18000,group,517,SCO,DEN,19.40568,-98.98713
1986,04 Jun 1986 - 12:00 ,Group E,Estadio Corregidora,Queretaro ,Uruguay,1,1,Germany FR, ,30500,group,585,URU,FRG,20.57752,-100.36639
1986,05 Jun 1986 - 12:00 ,Group A,Cuauhtemoc,Puebla ,Italy,1,1,Argentina, ,32000,group,394,ITA,ARG,19.07771,-98.16458
1986,05 Jun 1986 - 12:00 ,Group C,Estadio Leon,Leon ,France,1,1,Soviet Union, ,36540,group,571,FRA,URS,21.11523,-101.65785
1986,05 Jun 1986 - 16:00 ,Group A,Estadio Olimpico Chateau Carreras,Mexico City ,Korea Republic,1,1,Bulgaria, ,45000,group,460,KOR,BUL,-31.36895,-64.24624
1986,06 Jun 1986 - 12:00 ,Group C,Estadio Irapuato,Irapuato ,Hungary,2,0,Canada, ,13800,group,475,HUN,CAN,20.68447,-101.35629
1986,06 Jun 1986 - 12:00 ,Group D,Jalisco,Guadalajara ,Brazil,1,0,Algeria, ,48000,group,377,BRA,ALG,20.70479,-103.32818
1986,06 Jun 1986 - 16:00 ,Group F,Tecnologico,Monterrey ,England,0,0,Morocco, ,20200,group,533,ENG,MAR,25.6522,-100.28639
1986,07 Jun 1986 - 12:00 ,Group D,Tres de Marzo,Guadalajara ,Northern Ireland,1,2,Spain, ,28000,group,551,NIR,ESP,20.69379,-103.41619
1986,07 Jun 1986 - 12:00 ,Group B,Estadio Azteca,Mexico City ,Mexico,1,1,Paraguay, ,114600,group,680,MEX,PAR,19.30279,-99.15059
1986,07 Jun 1986 - 16:00 ,Group F,Estadio Universitario,Monterrey ,Poland,1,0,Portugal, ,19915,group,701,POL,POR,25.72247,-100.31201
1986,08 Jun 1986 - 12:00 ,Group B,Bombonera - Estadio Nemesio Diez,Toluca ,Iraq,1,2,Belgium, ,20000,group,427,IRQ,BEL,19.28727,-99.66689
1986,08 Jun 1986 - 16:00 ,Group E,Neza,Nezahualcoyotl ,Denmark,6,1,Uruguay, ,26500,group,522,DEN,URU,19.40568,-98.98713
1986,08 Jun 1986 - 12:00 ,Group E,Estadio Corregidora,Queretaro ,Germany FR,2,1,Scotland, ,30000,group,580,FRG,SCO,20.57752,-100.36639
1986,09 Jun 1986 - 12:00 ,Group C,Estadio Leon,Leon ,Hungary,0,3,France, ,31420,group,567,HUN,FRA,21.11523,-101.65785
1986,09 Jun 1986 - 12:00 ,Group C,Estadio Irapuato,Irapuato ,Soviet Union,2,0,Canada, ,14200,group,476,URS,CAN,20.68447,-101.35629
1986,10 Jun 1986 - 12:00 ,Group A,Cuauhtemoc,Puebla ,Korea Republic,2,3,Italy, ,20000,group,643,KOR,ITA,19.07771,-98.16458
1986,10 Jun 1986 - 12:00 ,Group A,Estadio Olimpico Chateau Carreras,Mexico City ,Argentina,2,0,Bulgaria, ,65000,group,389,ARG,BUL,-31.36895,-64.24624
1986,11 Jun 1986 - 12:00 ,Group B,Bombonera - Estadio Nemesio Diez,Toluca ,Paraguay,2,2,Belgium, ,16000,group,429,PAR,BEL,19.28727,-99.66689
1986,11 Jun 1986 - 12:00 ,Group B,Estadio Azteca,Mexico City ,Iraq,0,1,Mexico, ,103763,group,627,IRQ,MEX,19.30279,-99.15059
1986,11 Jun 1986 - 16:00 ,Group F,Tres de Marzo,Guadalajara ,Portugal,1,3,Morocco, ,28000,group,675,POR,MAR,20.69379,-103.41619
1986,11 Jun 1986 - 16:00 ,Group F,Tecnologico,Monterrey ,England,3,0,Poland, ,22700,group,537,ENG,POL,25.6522,-100.28639
1986,12 Jun 1986 - 12:00 ,Group D,Jalisco,Guadalajara ,Northern Ireland,0,3,Brazil, ,51000,group,441,NIR,BRA,20.70479,-103.32818
1986,12 Jun 1986 - 12:00 ,Group D,Tecnologico,Monterrey ,Algeria,0,3,Spain, ,23980,group,378,ALG,ESP,25.6522,-100.28639
1986,13 Jun 1986 - 12:00 ,Group E,Neza,Nezahualcoyotl ,Scotland,0,0,Uruguay, ,20000,group,712,SCO,URU,19.40568,-98.98713
1986,13 Jun 1986 - 12:00 ,Group E,Estadio Corregidora,Queretaro ,Denmark,2,0,Germany FR, ,36000,group,512,DEN,FRG,20.57752,-100.36639
1986,15 Jun 1986 - 16:00 ,Round of 16,Estadio Leon,Leon ,Soviet Union,3,4,Belgium,win after extra time ,32277,rsixteen,432,URS,BEL,21.11523,-101.65785
1986,15 Jun 1986 - 12:00 ,Round of 16,Estadio Azteca,Mexico City ,Mexico,2,0,Bulgaria, ,114580,rsixteen,463,MEX,BUL,19.30279,-99.15059
1986,16 Jun 1986 - 16:00 ,Round of 16,Cuauhtemoc,Puebla ,Argentina,1,0,Uruguay, ,26000,rsixteen,398,ARG,URU,19.07771,-98.16458
1986,16 Jun 1986 - 12:00 ,Round of 16,Jalisco,Guadalajara ,Brazil,4,0,Poland, ,45000,rsixteen,444,BRA,POL,20.70479,-103.32818
1986,17 Jun 1986 - 12:00 ,Round of 16,Estadio Olimpico Chateau Carreras,Mexico City ,Italy,0,2,France, ,70000,rsixteen,568,ITA,FRA,-31.36895,-64.24624
1986,17 Jun 1986 - 16:00 ,Round of 16,Estadio Universitario,Monterrey ,Morocco,0,1,Germany FR, ,19800,rsixteen,574,MAR,FRG,25.72247,-100.31201
1986,18 Jun 1986 - 12:00 ,Round of 16,Estadio Azteca,Mexico City ,England,3,0,Paraguay, ,98728,rsixteen,536,ENG,PAR,19.30279,-99.15059
1986,18 Jun 1986 - 16:00 ,Round of 16,Estadio Corregidora,Queretaro ,Denmark,1,5,Spain, ,38500,rsixteen,511,DEN,ESP,20.57752,-100.36639
1986,21 Jun 1986 - 12:00 ,Quarter-finals,Jalisco,Guadalajara ,Brazil,1,1,France,France win on penalties (3 - 4) ,65000,quart,440,BRA,FRA,20.70479,-103.32818
1986,21 Jun 1986 - 16:00 ,Quarter-finals,Estadio Universitario,Monterrey ,Germany FR,0,0,Mexico,Germany FR win on penalties (4 - 1) ,41700,quart,575,FRG,MEX,25.72247,-100.31201
1986,22 Jun 1986 - 16:00 ,Quarter-finals,Cuauhtemoc,Puebla ,Spain,1,1,Belgium,Belgium win on penalties (4 - 5) ,45000,quart,421,ESP,BEL,19.07771,-98.16458
1986,22 Jun 1986 - 12:00 ,Quarter-finals,Estadio Azteca,Mexico City ,Argentina,2,1,England, ,114580,quart,392,ARG,ENG,19.30279,-99.15059
1986,25 Jun 1986 - 12:00 ,Semi-finals,Jalisco,Guadalajara ,France,0,2,Germany FR, ,45000,semi,564,FRA,FRG,20.70479,-103.32818
1986,25 Jun 1986 - 16:00 ,Semi-finals,Estadio Azteca,Mexico City ,Argentina,2,0,Belgium, ,114500,semi,388,ARG,BEL,19.30279,-99.15059
1986,28 Jun 1986 - 12:00 ,Match for third place,Cuauhtemoc,Puebla ,France,4,2,Belgium,win after extra time ,21000,third,422,FRA,BEL,19.07771,-98.16458
1986,29 Jun 1986 - 12:00 ,Final,Estadio Azteca,Mexico City ,Argentina,3,2,Germany FR, ,114600,final,393,ARG,FRG,19.30279,-99.15059
1990,08 Jun 1990 - 18:00 ,Group B,Giuseppe Meazza,Milan ,Argentina,0,1,Cameroon, ,73780,group,26,ARG,CMR,45.47806,9.12388
1990,09 Jun 1990 - 17:00 ,Group B,Stadio San Nicola,Bari ,Soviet Union,0,2,Romania, ,42907,group,342,URS,ROU,41.08463,16.84015
1990,09 Jun 1990 - 17:00 ,Group D,Renato Dall Ara,Bologna ,United Arab Emirates,0,2,Colombia, ,30791,group,119,UAE,COL,44.49209,11.31004
1990,09 Jun 1990 - 21:00 ,Group A,Stadio Olimpico,Rome ,Italy,1,0,Austria, ,73303,group,42,ITA,AUT,41.93396,12.45478
1990,10 Jun 1990 - 17:00 ,Group A,Comunale,Florence ,USA,1,5,Czechoslovakia, ,33266,group,355,USA,TCH,43.7808,11.2826
1990,10 Jun 1990 - 21:00 ,Group C,Stadio delle Alpi,Turin ,Brazil,2,1,Sweden, ,62628,group,75,BRA,SWE,45.10942,7.64136
1990,10 Jun 1990 - 21:00 ,Group D,Giuseppe Meazza,Milan ,Germany FR,4,1,Yugoslavia, ,74765,group,201,FRG,YUG,45.47806,9.12388
1990,11 Jun 1990 - 17:00 ,Group C,Luigi Ferraris,Genoa ,Costa Rica,1,0,Scotland, ,30867,group,127,CRC,SCO,44.41645,8.95262
1990,11 Jun 1990 - 21:00 ,Group F,Sant Elia,Cagliari ,England,1,1,Ireland, ,35238,group,161,ENG,IRL,39.19932,9.13497
1990,12 Jun 1990 - 17:00 ,Group E,Marc Antonio Bentegodi,Verona ,Belgium,2,0,Korea Republic, ,32790,group,57,BEL,KOR,45.43525,10.96858
1990,12 Jun 1990 - 21:00 ,Group F,Della Favorita,Palermo ,Netherlands,1,1,Egypt, ,33288,group,151,NED,EGY,38.15268,13.34224
1990,13 Jun 1990 - 17:00 ,Group E,Friuli,Udine ,Uruguay,0,0,Spain, ,35713,group,180,URU,ESP,46.08139,13.19984
1990,13 Jun 1990 - 21:00 ,Group B,San Paolo,Naples ,Argentina,2,0,Soviet Union, ,55759,group,30,ARG,URS,40.82781,14.19307
1990,14 Jun 1990 - 17:00 ,Group B,Stadio San Nicola,Bari ,Cameroon,2,1,Romania, ,38687,group,108,CMR,ROU,41.08463,16.84015
1990,14 Jun 1990 - 17:00 ,Group D,Renato Dall Ara,Bologna ,Yugoslavia,1,0,Colombia, ,32257,group,120,YUG,COL,44.49209,11.31004
1990,14 Jun 1990 - 21:00 ,Group A,Stadio Olimpico,Rome ,Italy,1,0,USA, ,73423,group,265,ITA,USA,41.93396,12.45478
1990,15 Jun 1990 - 17:00 ,Group A,Comunale,Florence ,Austria,0,1,Czechoslovakia, ,38962,group,43,AUT,TCH,43.7808,11.2826
1990,15 Jun 1990 - 21:00 ,Group D,Giuseppe Meazza,Milan ,Germany FR,5,1,United Arab Emirates, ,71169,group,198,FRG,UAE,45.47806,9.12388
1990,16 Jun 1990 - 17:00 ,Group C,Stadio delle Alpi,Turin ,Brazil,1,0,Costa Rica, ,58007,group,73,BRA,CRC,45.10942,7.64136
1990,16 Jun 1990 - 21:00 ,Group C,Luigi Ferraris,Genoa ,Sweden,1,2,Scotland, ,31823,group,348,SWE,SCO,44.41645,8.95262
1990,16 Jun 1990 - 21:00 ,Group F,Sant Elia,Cagliari ,England,0,0,Netherlands, ,35267,group,160,ENG,NED,39.19932,9.13497
1990,17 Jun 1990 - 17:00 ,Group F,Della Favorita,Palermo ,Ireland,0,0,Egypt, ,33288,group,152,IRL,EGY,38.15268,13.34224
1990,17 Jun 1990 - 21:00 ,Group E,Friuli,Udine ,Korea Republic,1,3,Spain, ,32733,group,175,KOR,ESP,46.08139,13.19984
1990,17 Jun 1990 - 21:00 ,Group E,Marc Antonio Bentegodi,Verona ,Belgium,3,1,Uruguay, ,33759,group,66,BEL,URU,45.43525,10.96858
1990,18 Jun 1990 - 21:00 ,Group B,San Paolo,Naples ,Argentina,1,1,Romania, ,52733,group,29,ARG,ROU,40.82781,14.19307
1990,18 Jun 1990 - 21:00 ,Group B,Stadio San Nicola,Bari ,Cameroon,0,4,Soviet Union, ,37307,group,111,CMR,URS,41.08463,16.84015
1990,19 Jun 1990 - 17:00 ,Group D,Giuseppe Meazza,Milan ,Germany FR,1,1,Colombia, ,72510,group,114,FRG,COL,45.47806,9.12388
1990,19 Jun 1990 - 17:00 ,Group D,Renato Dall Ara,Bologna ,Yugoslavia,4,1,United Arab Emirates, ,27833,group,364,YUG,UAE,44.49209,11.31004
1990,19 Jun 1990 - 21:00 ,Group A,Stadio Olimpico,Rome ,Italy,2,0,Czechoslovakia, ,73303,group,263,ITA,TCH,41.93396,12.45478
1990,19 Jun 1990 - 21:00 ,Group A,Comunale,Florence ,Austria,2,1,USA, ,34857,group,48,AUT,USA,43.7808,11.2826
1990,20 Jun 1990 - 21:00 ,Group C,Stadio delle Alpi,Turin ,Brazil,1,0,Scotland, ,62502,group,74,BRA,SCO,45.10942,7.64136
1990,20 Jun 1990 - 21:00 ,Group C,Luigi Ferraris,Genoa ,Sweden,1,2,Costa Rica, ,30223,group,128,SWE,CRC,44.41645,8.95262
1990,21 Jun 1990 - 17:00 ,Group E,Friuli,Udine ,Korea Republic,0,1,Uruguay, ,29039,group,290,KOR,URU,46.08139,13.19984
1990,21 Jun 1990 - 17:00 ,Group E,Marc Antonio Bentegodi,Verona ,Belgium,1,2,Spain, ,35950,group,56,BEL,ESP,45.43525,10.96858
1990,21 Jun 1990 - 21:00 ,Group F,Della Favorita,Palermo ,Ireland,1,1,Netherlands, ,33288,group,228,IRL,NED,38.15268,13.34224
1990,21 Jun 1990 - 21:00 ,Group F,Sant Elia,Cagliari ,England,1,0,Egypt, ,34959,group,150,ENG,EGY,39.19932,9.13497
1990,23 Jun 1990 - 17:00 ,Round of 16,San Paolo,Naples ,Cameroon,2,1,Colombia,win after extra time ,50026,rsixteen,102,CMR,COL,40.82781,14.19307
1990,23 Jun 1990 - 21:00 ,Round of 16,Stadio San Nicola,Bari ,Czechoslovakia,4,1,Costa Rica, ,47673,rsixteen,129,TCH,CRC,41.08463,16.84015
1990,24 Jun 1990 - 17:00 ,Round of 16,Stadio delle Alpi,Turin ,Brazil,0,1,Argentina, ,61381,rsixteen,25,BRA,ARG,45.10942,7.64136
1990,24 Jun 1990 - 21:00 ,Round of 16,Giuseppe Meazza,Milan ,Germany FR,2,1,Netherlands, ,74559,rsixteen,196,FRG,NED,45.47806,9.12388
1990,25 Jun 1990 - 17:00 ,Round of 16,Luigi Ferraris,Genoa ,Ireland,0,0,Romania,Republic of Ireland win on penalties (5 - 4) ,31818,rsixteen,248,IRL,ROU,44.41645,8.95262
1990,25 Jun 1990 - 21:00 ,Round of 16,Stadio Olimpico,Rome ,Italy,2,0,Uruguay, ,73303,rsixteen,264,ITA,URU,41.93396,12.45478
1990,26 Jun 1990 - 17:00 ,Round of 16,Marc Antonio Bentegodi,Verona ,Spain,1,2,Yugoslavia,win after extra time ,35500,rsixteen,181,ESP,YUG,45.43525,10.96858
1990,26 Jun 1990 - 21:00 ,Round of 16,Renato Dall Ara,Bologna ,England,1,0,Belgium,win after extra time ,34520,rsixteen,55,ENG,BEL,44.49209,11.31004
1990,30 Jun 1990 - 17:00 ,Quarter-finals,Comunale,Florence ,Yugoslavia,0,0,Argentina,Argentina win on penalties (2 - 3) ,38971,quart,31,YUG,ARG,43.7808,11.2826
1990,30 Jun 1990 - 21:00 ,Quarter-finals,Stadio Olimpico,Rome ,Italy,1,0,Ireland, ,73303,quart,243,ITA,IRL,41.93396,12.45478
1990,01 Jul 1990 - 17:00 ,Quarter-finals,Giuseppe Meazza,Milan ,Germany FR,1,0,Czechoslovakia, ,73347,quart,197,FRG,TCH,45.47806,9.12388
1990,01 Jul 1990 - 21:00 ,Quarter-finals,San Paolo,Naples ,England,3,2,Cameroon,win after extra time ,55205,quart,103,ENG,CMR,40.82781,14.19307
1990,03 Jul 1990 - 20:00 ,Semi-finals,San Paolo,Naples ,Italy,1,1,Argentina,Argentina win on penalties (3 - 4) ,59978,semi,28,ITA,ARG,40.82781,14.19307
1990,04 Jul 1990 - 20:00 ,Semi-finals,Stadio delle Alpi,Turin ,Germany FR,1,1,England,Germany FR win on penalties (4 - 3) ,62628,semi,159,FRG,ENG,45.10942,7.64136
1990,07 Jul 1990 - 20:00 ,Match for third place,Stadio San Nicola,Bari ,Italy,2,1,England, ,51426,third,162,ITA,ENG,41.08463,16.84015
1990,08 Jul 1990 - 20:00 ,Final,Stadio Olimpico,Rome ,Germany FR,1,0,Argentina, ,73603,final,27,FRG,ARG,41.93396,12.45478
1994,17 Jun 1994 - 19:30 ,Group C,Cotton Bowl,Dallas ,Spain,2,2,Korea Republic, ,56247,group,3050,ESP,KOR,32.77954,-96.75954
1994,17 Jun 1994 - 15:00 ,Group C,Soldier Field,Chicago ,Germany,1,0,Bolivia, ,63117,group,3049,GER,BOL,41.8622,-87.61669
