Year,Datetime,Stage,Stadium,City,Home.Team.Name,Home.Team.Goals,Away.Team.Goals,Away.Team.Name,Win.conditions,Attendance,RoundID,MatchID,Home.Team.Initials,Away.Team.Initials,lat,lon
1994,18 Jun 1994 - 11:30 ,Group A,Pontiac Silverdome,Detroit ,USA,1,1,Switzerland, ,73425,group,3051,USA,SUI,42.6455,-83.25457
1994,18 Jun 1994 - 16:00 ,Group E,Giants Stadium,New York/New Jersey ,Italy,0,1,Ireland, ,75338,group,3052,ITA,IRL,40.81344,-74.07435
1994,18 Jun 1994 - 19:30 ,Group A,Rose Bowl,Los Angeles ,Colombia,1,3,Romania, ,91856,group,3053,COL,ROU,34.16125,-118.16761
1994,19 Jun 1994 - 12:30 ,Group F,Citrus Bowl,Orlando ,Belgium,1,0,Morocco, ,61219,group,3054,BEL,MAR,28.53896,-81.40278
1994,19 Jun 1994 - 16:00 ,Group E,RFK Stadium,Washington Dc ,Norway,1,0,Mexico, ,52395,group,3055,NOR,MEX,38.88984,-76.97178
1994,19 Jun 1994 - 19:30 ,Group B,Rose Bowl,Los Angeles ,Cameroon,2,2,Sweden, ,93194,group,3056,CMR,SWE,34.16125,-118.16761
1994,20 Jun 1994 - 19:30 ,Group F,RFK Stadium,Washington Dc ,Netherlands,2,1,Saudi Arabia, ,50535,group,3058,NED,KSA,38.88984,-76.97178
1994,20 Jun 1994 - 16:00 ,Group B,Stanford Stadium,San Francisco ,Brazil,2,0,Russia, ,81061,group,3057,BRA,RUS,37.43446,-122.16107
1994,21 Jun 1994 - 12:30 ,Group D,Foxboro Stadium,Boston ,Argentina,4,0,Greece, ,54456,group,3059,ARG,GRE,42.09086,-71.26433
1994,21 Jun 1994 - 19:30 ,Group D,Cotton Bowl,Dallas ,Nigeria,3,0,Bulgaria, ,44132,group,3061,NGA,BUL,32.77954,-96.75954
1994,21 Jun 1994 - 16:00 ,Group C,Soldier Field,Chicago ,Germany,1,1,Spain, ,63113,group,3060,GER,ESP,41.8622,-87.61669
1994,22 Jun 1994 - 16:00 ,Group A,Pontiac Silverdome,Detroit ,Romania,1,4,Switzerland, ,61428,group,3062,ROU,SUI,42.6455,-83.25457
1994,22 Jun 1994 - 19:30 ,Group A,Rose Bowl,Los Angeles ,USA,2,1,Colombia, ,93869,group,3063,USA,COL,34.16125,-118.16761
1994,23 Jun 1994 - 16:00 ,Group E,Giants Stadium,New York/New Jersey ,Italy,1,0,Norway, ,74624,group,3064,ITA,NOR,40.81344,-74.07435
1994,23 Jun 1994 - 19:30 ,Group C,Foxboro Stadium,Boston ,Korea Republic,0,0,Bolivia, ,54453,group,3065,KOR,BOL,42.09086,-71.26433
1994,24 Jun 1994 - 12:30 ,Group E,Citrus Bowl,Orlando ,Mexico,2,1,Ireland, ,60790,group,3066,MEX,IRL,28.53896,-81.40278
1994,24 Jun 1994 - 19:30 ,Group B,Pontiac Silverdome,Detroit ,Sweden,3,1,Russia, ,71528,group,3068,SWE,RUS,42.6455,-83.25457
1994,24 Jun 1994 - 16:00 ,Group B,Stanford Stadium,San Francisco ,Brazil,3,0,Cameroon, ,83401,group,3067,BRA,CMR,37.43446,-122.16107
1994,25 Jun 1994 - 12:30 ,Group F,Citrus Bowl,Orlando ,Belgium,1,0,Netherlands, ,62387,group,3069,BEL,NED,28.53896,-81.40278
1994,25 Jun 1994 - 12:30 ,Group F,Giants Stadium,New York/New Jersey ,Saudi Arabia,2,1,Morocco, ,76322,group,3070,KSA,MAR,40.81344,-74.07435
1994,25 Jun 1994 - 16:00 ,Group D,Foxboro Stadium,Boston ,Argentina,2,1,Nigeria, ,54453,group,3071,ARG,NGA,42.09086,-71.26433
1994,26 Jun 1994 - 12:30 ,Group D,Soldier Field,Chicago ,Bulgaria,4,0,Greece, ,63160,group,3072,BUL,GRE,41.8622,-87.61669
1994,26 Jun 1994 - 16:00 ,Group A,Rose Bowl,Los Angeles ,USA,0,1,Romania, ,93869,group,3073,USA,ROU,34.16125,-118.16761
1994,26 Jun 1994 - 16:00 ,Group A,Stanford Stadium,San Francisco ,Switzerland,0,2,Colombia, ,83401,group,3074,SUI,COL,37.43446,-122.16107
1994,27 Jun 1994 - 16:00 ,Group C,Cotton Bowl,Dallas ,Germany,3,2,Korea Republic, ,63998,group,3076,GER,KOR,32.77954,-96.75954
1994,27 Jun 1994 - 16:00 ,Group C,Soldier Field,Chicago ,Bolivia,1,3,Spain, ,63089,group,3075,BOL,ESP,41.8622,-87.61669
1994,28 Jun 1994 - 12:30 ,Group E,Giants Stadium,New York/New Jersey ,Ireland,0,0,Norway, ,72404,group,3077,IRL,NOR,40.81344,-74.07435
1994,28 Jun 1994 - 16:00 ,Group B,Pontiac Silverdome,Detroit ,Brazil,1,1,Sweden, ,77217,group,3080,BRA,SWE,42.6455,-83.25457
1994,28 Jun 1994 - 12:30 ,Group E,RFK Stadium,Washington Dc ,Italy,1,1,Mexico, ,52535,group,3078,ITA,MEX,38.88984,-76.97178
1994,28 Jun 1994 - 16:00 ,Group B,Stanford Stadium,San Francisco ,Russia,6,1,Cameroon, ,74914,group,3079,RUS,CMR,37.43446,-122.16107
1994,29 Jun 1994 - 12:30 ,Group F,Citrus Bowl,Orlando ,Morocco,1,2,Netherlands, ,60578,group,3081,MAR,NED,28.53896,-81.40278
1994,29 Jun 1994 - 12:30 ,Group F,RFK Stadium,Washington Dc ,Belgium,0,1,Saudi Arabia, ,52959,group,3082,BEL,KSA,38.88984,-76.97178
1994,30 Jun 1994 - 19:30 ,Group D,Foxboro Stadium,Boston ,Greece,0,2,Nigeria, ,53001,group,3083,GRE,NGA,42.09086,-71.26433
1994,30 Jun 1994 - 19:30 ,Group D,Cotton Bowl,Dallas ,Argentina,0,2,Bulgaria, ,63998,group,3084,ARG,BUL,32.77954,-96.75954
1994,02 Jul 1994 - 12:00 ,Round of 16,Soldier Field,Chicago ,Germany,3,2,Belgium, ,60246,rsixteen,3085,GER,BEL,41.8622,-87.61669
1994,02 Jul 1994 - 16:30 ,Round of 16,RFK Stadium,Washington Dc ,Spain,3,0,Switzerland, ,53121,rsixteen,3086,ESP,SUI,38.88984,-76.97178
1994,03 Jul 1994 - 12:00 ,Round of 16,Cotton Bowl,Dallas ,Saudi Arabia,1,3,Sweden, ,60277,rsixteen,3087,KSA,SWE,32.77954,-96.75954
1994,03 Jul 1994 - 13:30 ,Round of 16,Rose Bowl,Los Angeles ,Romania,3,2,Argentina, ,90469,rsixteen,3088,ROU,ARG,34.16125,-118.16761
1994,04 Jul 1994 - 12:00 ,Round of 16,Citrus Bowl,Orlando ,Netherlands,2,0,Ireland, ,61355,rsixteen,3089,NED,IRL,28.53896,-81.40278
1994,04 Jul 1994 - 12:30 ,Round of 16,Stanford Stadium,San Francisco ,Brazil,1,0,USA, ,84147,rsixteen,3090,BRA,USA,37.43446,-122.16107
1994,05 Jul 1994 - 13:00 ,Round of 16,Foxboro Stadium,Boston ,Nigeria,1,2,Italy,Iwin after extra time ,54367,rsixteen,3091,NGA,ITA,42.09086,-71.26433
1994,05 Jul 1994 - 16:30 ,Round of 16,Giants Stadium,New York/New Jersey ,Mexico,1,1,Bulgaria,Bulgaria win on penalties (1 - 3) ,71030,rsixteen,3092,MEX,BUL,40.81344,-74.07435
1994,09 Jul 1994 - 12:00 ,Quarter-finals,Foxboro Stadium,Boston ,Italy,2,1,Spain, ,53400,quart,3097,ITA,ESP,42.09086,-71.26433
1994,09 Jul 1994 - 14:30 ,Quarter-finals,Cotton Bowl,Dallas ,Netherlands,2,3,Brazil, ,63500,quart,3098,NED,BRA,32.77954,-96.75954
1994,10 Jul 1994 - 12:00 ,Quarter-finals,Giants Stadium,New York/New Jersey ,Bulgaria,2,1,Germany, ,72000,quart,3096,BUL,GER,40.81344,-74.07435
1994,10 Jul 1994 - 12:30 ,Quarter-finals,Stanford Stadium,San Francisco ,Romania,2,2,Sweden,Sweden win on penalties (4 - 5) ,83500,quart,3095,ROU,SWE,37.43446,-122.16107
1994,13 Jul 1994 - 16:00 ,Semi-finals,Giants Stadium,New York/New Jersey ,Bulgaria,1,2,Italy, ,74110,semi,3100,BUL,ITA,40.81344,-74.07435
1994,13 Jul 1994 - 16:30 ,Semi-finals,Rose Bowl,Los Angeles ,Sweden,0,1,Brazil, ,91856,semi,3099,SWE,BRA,34.16125,-118.16761
1994,16 Jul 1994 - 12:30 ,Match for third place,Rose Bowl,Los Angeles ,Sweden,4,0,Bulgaria, ,91500,third,3103,SWE,BUL,34.16125,-118.16761
1994,17 Jul 1994 - 12:30 ,Final,Rose Bowl,Los Angeles ,Brazil,0,0,Italy,Brazil win on penalties (3 - 2) ,94194,final,3104,BRA,ITA,34.16125,-118.16761
1998,10 Jun 1998 - 17:30 ,Group A,Stade de France,Saint-Denis ,Brazil,2,1,Scotland, ,80000,group,4000,BRA,SCO,48.92409,2.36021
1998,10 Jun 1998 - 21:00 ,Group A,La Mosson,Montpellier ,Morocco,2,2,Norway, ,29800,group,8725,MAR,NOR,43.62202,3.81218
1998,11 Jun 1998 - 17:30 ,Group B,Stade du Parc Lescure,Bordeaux ,Italy,2,2,Chile, ,31800,group,8726,ITA,CHI,44.82911,-0.59838
1998,11 Jun 1998 - 21:00 ,Group B,Stade Municipal,Toulouse ,Cameroon,1,1,Austria, ,33500,group,8727,CMR,AUT,43.58321,1.43411
1998,12 Jun 1998 - 14:30 ,Group D,La Mosson,Montpellier ,Paraguay,0,0,Bulgaria, ,29800,group,8728,PAR,BUL,43.62202,3.81218
1998,12 Jun 1998 - 17:30 ,Group C,Stade Felix Bollaert,Lens ,Saudi Arabia,0,1,Denmark, ,38100,group,8729,KSA,DEN,50.43285,2.81495
1998,12 Jun 1998 - 21:00 ,Group C,Stade Velodrome,Marseilles ,France,3,0,South Africa, ,55000,group,8730,FRA,RSA,43.26962,5.39612
1998,13 Jun 1998 - 14:30 ,Group D,La Beaujoire,Nantes ,Spain,2,3,Nigeria, ,35500,group,8731,ESP,NGA,47.25594,-1.52466
1998,13 Jun 1998 - 17:30 ,Group E,Stade de Gerland,Lyon ,Korea Republic,1,3,Mexico, ,39100,group,8732,KOR,MEX,45.72356,4.83213
1998,13 Jun 1998 - 21:00 ,Group E,Stade de France,Saint-Denis ,Netherlands,0,0,Belgium, ,77000,group,8733,NED,BEL,48.92409,2.36021
1998,14 Jun 1998 - 14:30 ,Group H,Stade Municipal,Toulouse ,Argentina,1,0,Japan, ,33500,group,8734,ARG,JPN,43.58321,1.43411
1998,14 Jun 1998 - 17:30 ,Group F,Stade Geoffroy Guichard,Saint-Etienne ,Yugoslavia,1,0,Iran, ,30600,group,8735,YUG,IRN,45.46066,4.39013
1998,14 Jun 1998 - 21:00 ,Group H,Stade Felix Bollaert,Lens ,Jamaica,1,3,Croatia, ,38100,group,8736,JAM,CRO,50.43285,2.81495
1998,15 Jun 1998 - 14:30 ,Group G,Stade Velodrome,Marseilles ,England,2,0,Tunisia, ,55000,group,8740,ENG,TUN,43.26962,5.39612
1998,15 Jun 1998 - 17:30 ,Group G,Stade de Gerland,Lyon ,Romania,1,0,Colombia, ,39100,group,8739,ROU,COL,45.72356,4.83213
1998,15 Jun 1998 - 21:00 ,Group F,Parc des Princes,Paris ,Germany,2,0,USA, ,45500,group,8738,GER,USA,48.84138,2.25295
1998,16 Jun 1998 - 17:30 ,Group A,Stade du Parc Lescure,Bordeaux ,Scotland,1,1,Norway, ,31800,group,8741,SCO,NOR,44.82911,-0.59838
1998,16 Jun 1998 - 21:00 ,Group A,La Beaujoire,Nantes ,Brazil,3,0,Morocco, ,35500,group,8742,BRA,MAR,47.25594,-1.52466
1998,17 Jun 1998 - 17:30 ,Group B,Stade Geoffroy Guichard,Saint-Etienne ,Chile,1,1,Austria, ,30600,group,8743,CHI,AUT,45.46066,4.39013
1998,17 Jun 1998 - 21:00 ,Group B,La Mosson,Montpellier ,Italy,3,0,Cameroon, ,29800,group,8744,ITA,CMR,43.62202,3.81218
1998,18 Jun 1998 - 17:30 ,Group C,Stade Municipal,Toulouse ,South Africa,1,1,Denmark, ,33500,group,8746,RSA,DEN,43.58321,1.43411
1998,18 Jun 1998 - 21:00 ,Group C,Stade de France,Saint-Denis ,France,4,0,Saudi Arabia, ,80000,group,8745,FRA,KSA,48.92409,2.36021
1998,19 Jun 1998 - 17:30 ,Group D,Parc des Princes,Paris ,Nigeria,1,0,Bulgaria, ,45500,group,8747,NGA,BUL,48.84138,2.25295
1998,19 Jun 1998 - 21:00 ,Group D,Stade Geoffroy Guichard,Saint-Etienne ,Spain,0,0,Paraguay, ,30600,group,8748,ESP,PAR,45.46066,4.39013
1998,20 Jun 1998 - 14:30 ,Group H,La Beaujoire,Nantes ,Japan,0,1,Croatia, ,35500,group,8751,JPN,CRO,47.25594,-1.52466
1998,20 Jun 1998 - 17:30 ,Group E,Stade du Parc Lescure,Bordeaux ,Belgium,2,2,Mexico, ,31800,group,8750,BEL,MEX,44.82911,-0.59838
1998,20 Jun 1998 - 21:00 ,Group E,Stade Velodrome,Marseilles ,Netherlands,5,0,Korea Republic, ,55000,group,8749,NED,KOR,43.26962,5.39612
1998,21 Jun 1998 - 14:30 ,Group F,Stade Felix Bollaert,Lens ,Germany,2,2,Yugoslavia, ,38100,group,8753,GER,YUG,50.43285,2.81495
1998,21 Jun 1998 - 17:30 ,Group H,Parc des Princes,Paris ,Argentina,5,0,Jamaica, ,45500,group,8752,ARG,JAM,48.84138,2.25295
1998,21 Jun 1998 - 21:00 ,Group F,Stade de Gerland,Lyon ,USA,1,2,Iran, ,39100,group,8754,USA,IRN,45.72356,4.83213
1998,22 Jun 1998 - 17:30 ,Group G,La Mosson,Montpellier ,Colombia,1,0,Tunisia, ,29800,group,8755,COL,TUN,43.62202,3.81218
1998,22 Jun 1998 - 21:00 ,Group G,Stade Municipal,Toulouse ,Romania,2,1,England, ,33500,group,8756,ROU,ENG,43.58321,1.43411
1998,23 Jun 1998 - 16:00 ,Group B,Stade de France,Saint-Denis ,Italy,2,1,Austria, ,80000,group,8757,ITA,AUT,48.92409,2.36021
1998,23 Jun 1998 - 16:00 ,Group B,La Beaujoire,Nantes ,Chile,1,1,Cameroon, ,35500,group,8760,CHI,CMR,47.25594,-1.52466
1998,23 Jun 1998 - 21:00 ,Group A,Stade Geoffroy Guichard,Saint-Etienne ,Scotland,0,3,Morocco, ,30600,group,8758,SCO,MAR,45.46066,4.39013
1998,23 Jun 1998 - 21:00 ,Group A,Stade Velodrome,Marseilles ,Brazil,1,2,Norway, ,55000,group,8759,BRA,NOR,43.26962,5.39612
1998,24 Jun 1998 - 16:00 ,Group C,Stade de Gerland,Lyon ,France,2,1,Denmark, ,39100,group,8762,FRA,DEN,45.72356,4.83213
1998,24 Jun 1998 - 16:00 ,Group C,Stade du Parc Lescure,Bordeaux ,South Africa,2,2,Saudi Arabia, ,31800,group,8764,RSA,KSA,44.82911,-0.59838
1998,24 Jun 1998 - 21:00 ,Group D,Stade Felix Bollaert,Lens ,Spain,6,1,Bulgaria, ,38100,group,8761,ESP,BUL,50.43285,2.81495
1998,24 Jun 1998 - 21:00 ,Group D,Stade Municipal,Toulouse ,Nigeria,1,3,Paraguay, ,33500,group,8763,NGA,PAR,43.58321,1.43411
1998,25 Jun 1998 - 16:00 ,Group E,Parc des Princes,Paris ,Belgium,1,1,Korea Republic, ,45500,group,8765,BEL,KOR,48.84138,2.25295
1998,25 Jun 1998 - 16:00 ,Group E,Stade Geoffroy Guichard,Saint-Etienne ,Netherlands,2,2,Mexico, ,30600,group,8766,NED,MEX,45.46066,4.39013
1998,25 Jun 1998 - 21:00 ,Group F,La Mosson,Montpellier ,Germany,2,0,Iran, ,29800,group,8767,GER,IRN,43.62202,3.81218
1998,25 Jun 1998 - 21:00 ,Group F,La Beaujoire,Nantes ,USA,0,1,Yugoslavia, ,35500,group,8768,USA,YUG,47.25594,-1.52466
1998,26 Jun 1998 - 16:00 ,Group H,Stade de Gerland,Lyon ,Japan,1,2,Jamaica, ,39100,group,8771,JPN,JAM,45.72356,4.83213
1998,26 Jun 1998 - 16:00 ,Group H,Stade du Parc Lescure,Bordeaux ,Argentina,1,0,Croatia, ,31800,group,8772,ARG,CRO,44.82911,-0.59838
1998,26 Jun 1998 - 21:00 ,Group G,Stade de France,Saint-Denis ,Romania,1,1,Tunisia, ,77000,group,8769,ROU,TUN,48.92409,2.36021
1998,26 Jun 1998 - 21:00 ,Group G,Stade Felix Bollaert,Lens ,Colombia,0,2,England, ,38100,group,8770,COL,ENG,50.43285,2.81495
1998,27 Jun 1998 - 16:30 ,Round of 16,Stade Velodrome,Marseilles ,Italy,1,0,Norway, ,55000,rsixteen,8774,ITA,NOR,43.26962,5.39612
1998,27 Jun 1998 - 21:00 ,Round of 16,Parc des Princes,Paris ,Brazil,4,1,Chile, ,45500,rsixteen,8773,BRA,CHI,48.84138,2.25295
1998,28 Jun 1998 - 16:30 ,Round of 16,Stade Felix Bollaert,Lens ,France,1,0,Paraguay,win after extra time ,31800,rsixteen,8776,FRA,PAR,50.43285,2.81495
1998,28 Jun 1998 - 21:00 ,Round of 16,Stade de France,Saint-Denis ,Nigeria,1,4,Denmark, ,77000,rsixteen,8775,NGA,DEN,48.92409,2.36021
1998,29 Jun 1998 - 16:30 ,Round of 16,La Mosson,Montpellier ,Germany,2,1,Mexico, ,29800,rsixteen,8777,GER,MEX,43.62202,3.81218
1998,29 Jun 1998 - 21:00 ,Round of 16,Stade Municipal,Toulouse ,Netherlands,2,1,Yugoslavia, ,33500,rsixteen,8778,NED,YUG,43.58321,1.43411
1998,30 Jun 1998 - 16:30 ,Round of 16,Stade du Parc Lescure,Bordeaux ,Romania,0,1,Croatia, ,31800,rsixteen,8780,ROU,CRO,44.82911,-0.59838
1998,30 Jun 1998 - 21:00 ,Round of 16,Stade Geoffroy Guichard,Saint-Etienne ,Argentina,2,2,England,Argentina win on penalties (4 - 3) ,30600,rsixteen,8779,ARG,ENG,45.46066,4.39013
1998,03 Jul 1998 - 16:30 ,Quarter-finals,Stade de France,Saint-Denis ,Italy,0,0,France,France win on penalties (3 - 4) ,77000,quart,8781,ITA,FRA,48.92409,2.36021
1998,03 Jul 1998 - 21:00 ,Quarter-finals,La Beaujoire,Nantes ,Brazil,3,2,Denmark, ,35500,quart,8782,BRA,DEN,47.25594,-1.52466
1998,04 Jul 1998 - 16:30 ,Quarter-finals,Stade Velodrome,Marseilles ,Netherlands,2,1,Argentina, ,55000,quart,8784,NED,ARG,43.26962,5.39612
1998,04 Jul 1998 - 21:00 ,Quarter-finals,Stade de Gerland,Lyon ,Germany,0,3,Croatia, ,39100,quart,8783,GER,CRO,45.72356,4.83213
1998,07 Jul 1998 - 21:00 ,Semi-finals,Stade Velodrome,Marseilles ,Brazil,1,1,Netherlands,Brazil win on penalties (4 - 2) ,54000,semi,8785,BRA,NED,43.26962,5.39612
1998,08 Jul 1998 - 21:00 ,Semi-finals,Stade de France,Saint-Denis ,France,2,1,Croatia, ,76000,semi,8786,FRA,CRO,48.92409,2.36021
1998,11 Jul 1998 - 21:00 ,Match for third place,Parc des Princes,Paris ,Netherlands,1,2,Croatia, ,45500,third,8787,NED,CRO,48.84138,2.25295
1998,12 Jul 1998 - 21:00 ,Final,Stade de France,Saint-Denis ,Brazil,0,3,France, ,80000,final,8788,BRA,FRA,48.92409,2.36021
2002,31 May 2002 - 20:30 ,Group A,Seoul World Cup Stadium,Seoul ,France,0,1,Senegal, ,62561,group,43950001,FRA,SEN,37.56817,126.89707
2002,01 Jun 2002 - 18:00 ,Group A,Munsu Football Stadium,Ulsan ,Uruguay,1,2,Denmark, ,30157,group,43950003,URU,DEN,35.53536,129.25935
2002,01 Jun 2002 - 15:30 ,Group E,Niigata Stadium Big Swan,Niigata ,Ireland,1,1,Cameroon, ,33679,group,43950002,IRL,CMR,37.88248,139.05917
2002,01 Jun 2002 - 20:30 ,Group E,Sapporo Dome,Sapporo ,Germany,8,0,Saudi Arabia, ,32218,group,43950004,GER,KSA,43.01507,141.40979
2002,02 Jun 2002 - 14:30 ,Group F,Kashima Stadium,Ibaraki ,Argentina,1,0,Nigeria, ,34050,group,43950007,ARG,NGA,35.99173,140.64081
2002,02 Jun 2002 - 16:30 ,Group B,Busan Asiad Main Stadium,Busan ,Paraguay,2,2,South Africa, ,25186,group,43950006,PAR,RSA,35.1898,129.05815
2002,02 Jun 2002 - 18:30 ,Group F,Saitama Stadium 2002,Saitama ,England,1,1,Sweden, ,52721,group,43950005,ENG,SWE,35.90295,139.71754
2002,02 Jun 2002 - 20:30 ,Group B,Gwangju World Cup Stadium,Gwangju ,Spain,3,1,Slovenia, ,28598,group,43950008,ESP,SVN,35.13353,126.87482
2002,03 June 2002 - 18:00 ,Group C,Munsu Football Stadium,Ulsan ,Brazil,2,1,Turkey, ,33842,group,43950010,BRA,TUR,35.53536,129.25935
2002,03 Jun 2002 - 20:30 ,Group G,Sapporo Dome,Sapporo ,Italy,2,0,Ecuador, ,31081,group,43950011,ITA,ECU,43.01507,141.40979
2002,03 Jun 2002 - 15:30 ,Group G,Niigata Stadium Big Swan,Niigata ,Croatia,0,1,Mexico, ,32239,group,43950009,CRO,MEX,37.88248,139.05917
2002,04 June 2002 - 15:30 ,Group C,Gwangju World Cup Stadium,Gwangju ,China PR,0,2,Costa Rica, ,27217,group,43950012,CHN,CRC,35.13353,126.87482
2002,04 June 2002 - 18:00 ,Group H,Saitama Stadium 2002,Saitama ,Japan,2,2,Belgium, ,55256,group,43950013,JPN,BEL,35.90295,139.71754
2002,04 Jun 2002 - 20:30 ,Group D,Busan Asiad Main Stadium,Busan ,Korea Republic,2,0,Poland, ,48760,group,43950014,KOR,POL,35.1898,129.05815
2002,05 Jun 2002 - 15:30 ,Group H,Kobe Wing Stadium,Kobe ,Russia,2,0,Tunisia, ,30957,group,43950015,RUS,TUN,34.65672,135.16903
2002,05 Jun 2002 - 18:00 ,Group D,Suwon World Cup Stadium,Suwon ,USA,3,2,Portugal, ,37306,group,43950016,USA,POR,37.28637,127.03683
2002,05 Jun 2002 - 20:30 ,Group E,Kashima Stadium,Ibaraki ,Germany,1,1,Ireland, ,35854,group,43950017,GER,IRL,35.99173,140.64081
2002,06 Jun 2002 - 15:30 ,Group A,Daegu World Cup Stadium,Daegu ,Denmark,1,1,Senegal, ,43500,group,43950020,DEN,SEN,35.82973,128.69028
2002,06 Jun 2002 - 18:00 ,Group E,Saitama Stadium 2002,Saitama ,Cameroon,1,0,Saudi Arabia, ,52328,group,43950019,CMR,KSA,35.90295,139.71754
2002,06 Jun 2002 - 20:30 ,Group A,Busan Asiad Main Stadium,Busan ,France,0,0,Uruguay, ,38289,group,43950018,FRA,URU,35.1898,129.05815
2002,07 Jun 2002 - 15:30 ,Group F,Kobe Wing Stadium,Kobe ,Sweden,2,1,Nigeria, ,36194,group,43950021,SWE,NGA,34.65672,135.16903
2002,07 Jun 2002 - 20:30 ,Group F,Sapporo Dome,Sapporo ,Argentina,0,1,England, ,35927,group,43950023,ARG,ENG,43.01507,141.40979
2002,07 June 2002 - 18:00 ,Group B,Jeonju World Cup Stadium,Jeonju ,Spain,3,1,Paraguay, ,24000,group,43950022,ESP,PAR,35.86792,127.06451
2002,08 Jun 2002 - 15:30 ,Group B,Daegu World Cup Stadium,Daegu ,South Africa,1,0,Slovenia, ,47226,group,43950024,RSA,SVN,35.82973,128.69028
2002,08 Jun 2002 - 20:30 ,Group C,Jeju World Cup Stadium,Jeju ,Brazil,4,0,China PR, ,36750,group,43950026,BRA,CHN,33.24606,126.5095
2002,08 June 2002 - 18:00 ,Group G,Kashima Stadium,Ibaraki ,Italy,1,2,Croatia, ,36472,group,43950025,ITA,CRO,35.99173,140.64081
2002,09 Jun 2002 - 18:00 ,Group C,Incheon Football Stadium,Incheon ,Costa Rica,1,1,Turkey, ,42299,group,43950028,CRC,TUR,37.46601,126.64314
2002,09 Jun 2002 - 20:30 ,Group H,International Stadium Yokohama,Yokohama ,Japan,1,0,Russia, ,66108,group,43950029,JPN,RUS,35.50982,139.60649
2002,09 Jun 2002 - 15:30 ,Group G,Miyagi Stadium,Rifu ,Mexico,2,1,Ecuador, ,45610,group,43950027,MEX,ECU,38.33535,140.95055
2002,10 Jun 2002 - 15:30 ,Group D,Daegu World Cup Stadium,Daegu ,Korea Republic,1,1,USA, ,60778,group,43950030,KOR,USA,35.82973,128.69028
2002,10 Jun 2002 - 20:30 ,Group D,Jeonju World Cup Stadium,Jeonju ,Portugal,4,0,Poland, ,31000,group,43950032,POR,POL,35.86792,127.06451
2002,10 Jun 2002 - 18:00 ,Group H,Oita Stadium Big Eye,Oita ,Tunisia,1,1,Belgium, ,39700,group,43950031,TUN,BEL,33.20071,131.65752
2002,11 Jun 2002 - 15:30 ,Group A,Incheon Football Stadium,Incheon ,Denmark,2,0,France, ,48100,group,43950033,DEN,FRA,37.46601,126.64314
2002,11 June 2002 - 15:30 ,Group A,Suwon World Cup Stadium,Suwon ,Senegal,3,3,Uruguay, ,33681,group,43950034,SEN,URU,37.28637,127.03683
2002,11 Jun 2002 - 20:30 ,Group E,International Stadium Yokohama,Yokohama ,Saudi Arabia,0,3,Ireland, ,65320,group,43950036,KSA,IRL,35.50982,139.60649
2002,11 Jun 2002 - 20:30 ,Group E,Shizuoka Stadium Ecopa,Shizuoka ,Cameroon,0,2,Germany, ,47085,group,43950035,CMR,GER,34.74332,137.9707
2002,12 Jun 2002 - 15:30 ,Group F,Miyagi Stadium,Rifu ,Sweden,1,1,Argentina, ,45777,group,43950037,SWE,ARG,38.33535,140.95055
2002,12 Jun 2002 - 15:30 ,Group F,Osaka Nagai Stadium,Osaka ,Nigeria,0,0,England, ,44864,group,43950038,NGA,ENG,34.61397,135.51857
2002,12 Jun 2002 - 20:30 ,Group B,Jeju World Cup Stadium,Jeju ,Slovenia,1,3,Paraguay, ,30176,group,43950040,SVN,PAR,33.24606,126.5095
2002,12 Jun 2002 - 20:30 ,Group B,Daejeon World Cup Stadium,Daejeon ,South Africa,2,3,Spain, ,31024,group,43950039,RSA,ESP,36.3652,127.325
2002,13 Jun 2002 - 15:30 ,Group C,Suwon World Cup Stadium,Suwon ,Costa Rica,2,5,Brazil, ,38524,group,43950041,CRC,BRA,37.28637,127.03683
2002,13 Jun 2002 - 15:30 ,Group C,Seoul World Cup Stadium,Seoul ,Turkey,3,0,China PR, ,43605,group,43950042,TUR,CHN,37.56817,126.89707
2002,13 Jun 2002 - 20:30 ,Group G,International Stadium Yokohama,Yokohama ,Ecuador,1,0,Croatia, ,65862,group,43950044,ECU,CRO,35.50982,139.60649
2002,13 Jun 2002 - 20:30 ,Group G,Oita Stadium Big Eye,Oita ,Mexico,1,1,Italy, ,39291,group,43950043,MEX,ITA,33.20071,131.65752
2002,14 Jun 2002 - 15:30 ,Group H,Osaka Nagai Stadium,Osaka ,Tunisia,0,2,Japan, ,45213,group,43950045,TUN,JPN,34.61397,135.51857
2002,14 Jun 2002 - 20:30 ,Group D,Incheon Football Stadium,Incheon ,Portugal,0,1,Korea Republic, ,50239,group,43950047,POR,KOR,37.46601,126.64314
2002,14 Jun 2002 - 20:30 ,Group D,Daejeon World Cup Stadium,Daejeon ,Poland,3,1,USA, ,26482,group,43950048,POL,USA,36.3652,127.325
2002,14 Jun 2002 - 15:30 ,Group H,Shizuoka Stadium Ecopa,Shizuoka ,Belgium,3,2,Russia, ,46640,group,43950046,BEL,RUS,34.74332,137.9707
2002,15 Jun 2002 - 20:30 ,Round of 16,Niigata Stadium Big Swan,Niigata ,Denmark,0,3,England, ,40582,rsixteen,43950050,DEN,ENG,37.88248,139.05917
